domain,epoch,checkpoint,bootstrap_iter,bootstrap_seed,subset_size,sampled_case_ids,sampled_indices,kid
high,12,high_ep12.safetensors,23,42,16,high_01|high_02|high_03|high_04|high_05|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_16|high_18|high_19|high_20,0|1|2|3|4|6|7|8|10|11|12|13|15|17|18|19,0.015008322894573212
high,12,high_ep12.safetensors,24,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_14|high_15|high_17|high_18|high_19|high_20,0|1|3|4|5|6|8|9|10|11|13|14|16|17|18|19,0.015301053412258625
high,12,high_ep12.safetensors,25,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|2|3|4|5|6|7|9|10|12|13|14|15|16|18|19,0.014859153889119625
high,12,high_ep12.safetensors,26,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_17|high_18|high_20,0|1|2|3|5|6|7|8|9|10|11|12|14|16|17|19,0.014767315238714218
high,12,high_ep12.safetensors,27,42,16,high_01|high_03|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_19|high_20,0|2|5|6|7|8|10|11|12|13|14|15|16|17|18|19,0.02210795134305954
high,12,high_ep12.safetensors,28,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.016780579462647438
high,12,high_ep12.safetensors,29,42,16,high_01|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_16|high_17|high_19|high_20,0|3|4|5|6|7|8|9|10|11|12|14|15|16|18|19,0.017049474641680717
high,12,high_ep12.safetensors,30,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|4|5|6|7|8|11|12|13|14|15|16|17|19,0.01920236088335514
high,12,high_ep12.safetensors,31,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_14|high_15|high_16|high_18|high_19|high_20,0|1|3|4|5|6|7|9|10|11|13|14|15|17|18|19,0.01285098772495985
high,12,high_ep12.safetensors,32,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_17|high_18|high_20,0|1|2|3|4|5|6|7|8|9|10|11|12|16|17|19,0.014870555140078068
high,12,high_ep12.safetensors,33,42,16,high_01|high_02|high_04|high_06|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_16|high_17|high_18|high_19|high_20,0|1|3|5|7|8|9|10|11|12|14|15|16|17|18|19,0.019847912713885307
high,12,high_ep12.safetensors,34,42,16,high_01|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19,0|2|3|5|6|7|8|9|10|11|12|13|14|15|16|18,0.01886981725692749
high,12,high_ep12.safetensors,35,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_11|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|3|4|5|7|8|10|12|13|14|15|16|17|19,0.016593968495726585
high,12,high_ep12.safetensors,36,42,16,high_02|high_03|high_04|high_05|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_19|high_20,1|2|3|4|6|7|8|9|10|11|12|13|14|15|18|19,0.020200185477733612
high,12,high_ep12.safetensors,37,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_13|high_16|high_18|high_19|high_20,0|1|2|3|4|5|6|7|9|10|11|12|15|17|18|19,0.009026043117046356
high,12,high_ep12.safetensors,38,42,16,high_01|high_02|high_03|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|5|6|8|9|10|11|12|13|14|15|16|18|19,0.018808653578162193
high,12,high_ep12.safetensors,39,42,16,high_01|high_02|high_03|high_04|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_16|high_17|high_19|high_20,0|1|2|3|6|7|8|9|10|11|12|13|15|16|18|19,0.017190346494317055
high,12,high_ep12.safetensors,40,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_14|high_15|high_16|high_18|high_19|high_20,1|2|3|4|5|6|7|8|9|11|13|14|15|17|18|19,0.020117204636335373
high,12,high_ep12.safetensors,41,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_20,0|1|2|3|5|6|7|8|10|11|12|13|14|15|17|19,0.011440596543252468
high,12,high_ep12.safetensors,42,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.016780581325292587
high,12,high_ep12.safetensors,43,42,16,high_01|high_03|high_04|high_05|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19,0|2|3|4|6|7|8|9|10|11|12|13|14|15|16|18,0.018772851675748825
high,12,high_ep12.safetensors,44,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_20,0|1|2|4|5|6|7|8|10|11|12|13|14|15|17|19,0.019084181636571884
high,12,high_ep12.safetensors,45,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_13|high_14|high_17|high_18|high_20,0|1|2|3|4|5|6|7|8|9|11|12|13|16|17|19,0.015156447887420654
high,12,high_ep12.safetensors,46,42,16,high_01|high_02|high_03|high_04|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|3|6|7|8|10|11|12|13|14|15|16|18|19,0.02176433801651001
high,12,high_ep12.safetensors,47,42,16,high_02|high_03|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,1|2|4|5|6|8|9|10|11|12|13|14|15|17|18|19,0.017473962157964706
high,12,high_ep12.safetensors,48,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_13|high_16|high_17|high_18|high_19|high_20,0|1|3|4|5|6|7|8|9|11|12|15|16|17|18|19,0.015275811776518822
high,12,high_ep12.safetensors,49,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_18|high_19,0|1|2|3|4|5|7|8|9|10|12|13|14|15|17|18,0.01595851592719555
high,12,high_ep12.safetensors,50,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|3|5|6|7|10|11|12|13|14|15|16|17|19,0.01044263131916523
high,14,high_ep14.safetensors,1,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_09|high_10|high_12|high_13|high_14|high_16|high_17|high_18|high_19|high_20,0|1|2|3|4|5|8|9|11|12|13|15|16|17|18|19,0.0018824386643245816
high,14,high_ep14.safetensors,2,42,16,high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,2|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,-0.0003809094487223774
high,14,high_ep14.safetensors,3,42,16,high_01|high_02|high_03|high_05|high_06|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|4|5|7|9|10|11|12|13|14|15|16|18|19,0.01353923324495554
high,14,high_ep14.safetensors,4,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_16|high_18|high_19|high_20,0|1|3|4|5|6|7|8|9|10|11|12|15|17|18|19,0.0015457224799320102
high,14,high_ep14.safetensors,5,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_17|high_18|high_19|high_20,0|1|2|4|5|6|7|8|9|10|11|12|16|17|18|19,0.014487612061202526
high,14,high_ep14.safetensors,6,42,16,high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_11|high_12|high_14|high_16|high_17|high_18|high_19|high_20,1|2|3|4|5|7|8|9|10|11|13|15|16|17|18|19,0.010995893739163876
high,14,high_ep14.safetensors,7,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18,0|1|2|3|4|5|7|9|10|11|12|13|14|15|16|17,0.0010336018167436123
high,14,high_ep14.safetensors,8,42,16,high_01|high_02|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_16|high_17|high_18|high_19|high_20,0|1|3|5|6|7|8|9|10|11|12|15|16|17|18|19,0.00714515708386898
high,14,high_ep14.safetensors,9,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_12|high_14|high_16|high_17|high_18|high_19|high_20,0|1|2|3|4|5|7|8|9|11|13|15|16|17|18|19,0.010623719543218613
high,14,high_ep14.safetensors,10,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_13|high_14|high_15|high_16|high_17|high_18|high_19,0|1|2|3|4|5|7|8|9|12|13|14|15|16|17|18,-0.0010880827903747559
high,14,high_ep14.safetensors,11,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_11|high_13|high_14|high_15|high_16|high_17|high_18|high_20,1|2|3|4|5|6|7|8|10|12|13|14|15|16|17|19,-0.003017549403011799
high,14,high_ep14.safetensors,12,42,16,high_01|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,0|3|5|6|7|8|9|10|11|12|13|14|15|17|18|19,-0.0019410800887271762
high,14,high_ep14.safetensors,13,42,16,high_01|high_02|high_03|high_05|high_07|high_08|high_09|high_10|high_13|high_14|high_15|high_16|high_17|high_18|high_19|high_20,0|1|2|4|6|7|8|9|12|13|14|15|16|17|18|19,0.0010702013969421387
high,14,high_ep14.safetensors,14,42,16,high_01|high_02|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_17|high_18|high_20,0|1|4|5|6|7|8|9|10|11|12|13|14|16|17|19,0.0025798464193940163
high,14,high_ep14.safetensors,15,42,16,high_01|high_02|high_04|high_05|high_06|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|3|4|5|7|8|10|11|12|13|14|15|16|18|19,0.008581500500440598
high,14,high_ep14.safetensors,16,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_17|high_18|high_19,0|1|3|4|5|6|7|9|10|11|12|13|14|16|17|18,-0.0043570492416620255
high,14,high_ep14.safetensors,17,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_17|high_19|high_20,0|1|3|4|5|6|7|8|9|10|11|12|14|16|18|19,0.005742008797824383
high,14,high_ep14.safetensors,18,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_18|high_19|high_20,1|2|3|4|5|6|7|8|9|10|12|13|14|17|18|19,-0.0062406943179667
high,14,high_ep14.safetensors,19,42,16,high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_17|high_18|high_19|high_20,1|2|3|5|6|7|8|9|10|11|12|13|16|17|18|19,0.003531200811266899
high,14,high_ep14.safetensors,20,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18,1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,-0.0033941054716706276
high,14,high_ep14.safetensors,21,42,16,high_03|high_04|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,2|3|4|5|6|8|9|10|11|12|13|14|15|17|18|19,-0.006464226171374321
high,14,high_ep14.safetensors,22,42,16,high_02|high_03|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_14|high_15|high_16|high_17|high_18|high_19|high_20,1|2|4|5|6|8|9|10|11|13|14|15|16|17|18|19,0.0006596017046831548
high,14,high_ep14.safetensors,23,42,16,high_01|high_02|high_03|high_04|high_05|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_16|high_18|high_19|high_20,0|1|2|3|4|6|7|8|10|11|12|13|15|17|18|19,0.0065573714673519135
high,14,high_ep14.safetensors,24,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_14|high_15|high_17|high_18|high_19|high_20,0|1|3|4|5|6|8|9|10|11|13|14|16|17|18|19,-0.0047891163267195225
high,14,high_ep14.safetensors,25,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|2|3|4|5|6|7|9|10|12|13|14|15|16|18|19,-0.00013249635230749846
high,14,high_ep14.safetensors,26,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_17|high_18|high_20,0|1|2|3|5|6|7|8|9|10|11|12|14|16|17|19,0.00648872135207057
high,14,high_ep14.safetensors,27,42,16,high_01|high_03|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_19|high_20,0|2|5|6|7|8|10|11|12|13|14|15|16|17|18|19,0.009523766115307808
high,14,high_ep14.safetensors,28,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,-0.001512980437837541
high,14,high_ep14.safetensors,29,42,16,high_01|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_16|high_17|high_19|high_20,0|3|4|5|6|7|8|9|10|11|12|14|15|16|18|19,0.007048752158880234
high,14,high_ep14.safetensors,30,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|4|5|6|7|8|11|12|13|14|15|16|17|19,0.004674647003412247
high,14,high_ep14.safetensors,31,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_14|high_15|high_16|high_18|high_19|high_20,0|1|3|4|5|6|7|9|10|11|13|14|15|17|18|19,-0.0012872744118794799
high,14,high_ep14.safetensors,32,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_17|high_18|high_20,0|1|2|3|4|5|6|7|8|9|10|11|12|16|17|19,0.007724106311798096
high,14,high_ep14.safetensors,33,42,16,high_01|high_02|high_04|high_06|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_16|high_17|high_18|high_19|high_20,0|1|3|5|7|8|9|10|11|12|14|15|16|17|18|19,0.008372161537408829
high,14,high_ep14.safetensors,34,42,16,high_01|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19,0|2|3|5|6|7|8|9|10|11|12|13|14|15|16|18,0.007835619151592255
high,14,high_ep14.safetensors,35,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_11|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|3|4|5|7|8|10|12|13|14|15|16|17|19,0.0008803534437902272
high,14,high_ep14.safetensors,36,42,16,high_02|high_03|high_04|high_05|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_19|high_20,1|2|3|4|6|7|8|9|10|11|12|13|14|15|18|19,0.00548087852075696
high,14,high_ep14.safetensors,37,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_13|high_16|high_18|high_19|high_20,0|1|2|3|4|5|6|7|9|10|11|12|15|17|18|19,0.0031432341784238815
high,14,high_ep14.safetensors,38,42,16,high_01|high_02|high_03|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|5|6|8|9|10|11|12|13|14|15|16|18|19,0.005043418612331152
high,14,high_ep14.safetensors,39,42,16,high_01|high_02|high_03|high_04|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_16|high_17|high_19|high_20,0|1|2|3|6|7|8|9|10|11|12|13|15|16|18|19,0.013231231831014156
high,14,high_ep14.safetensors,40,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_14|high_15|high_16|high_18|high_19|high_20,1|2|3|4|5|6|7|8|9|11|13|14|15|17|18|19,-0.0015929198125377297
high,14,high_ep14.safetensors,41,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_20,0|1|2|3|5|6|7|8|10|11|12|13|14|15|17|19,0.0017439746297895908
high,14,high_ep14.safetensors,42,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,-0.0015129972016438842
high,14,high_ep14.safetensors,43,42,16,high_01|high_03|high_04|high_05|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19,0|2|3|4|6|7|8|9|10|11|12|13|14|15|16|18,0.00964211206883192
high,14,high_ep14.safetensors,44,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_20,0|1|2|4|5|6|7|8|10|11|12|13|14|15|17|19,0.005658543203026056
high,14,high_ep14.safetensors,45,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_13|high_14|high_17|high_18|high_20,0|1|2|3|4|5|6|7|8|9|11|12|13|16|17|19,0.00201510195620358
high,14,high_ep14.safetensors,46,42,16,high_01|high_02|high_03|high_04|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|3|6|7|8|10|11|12|13|14|15|16|18|19,0.011976564303040504
high,14,high_ep14.safetensors,47,42,16,high_02|high_03|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,1|2|4|5|6|8|9|10|11|12|13|14|15|17|18|19,-0.0035247397609055042
high,14,high_ep14.safetensors,48,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_12|high_13|high_16|high_17|high_18|high_19|high_20,0|1|3|4|5|6|7|8|9|11|12|15|16|17|18|19,0.0036547279451042414
high,14,high_ep14.safetensors,49,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_18|high_19,0|1|2|3|4|5|7|8|9|10|12|13|14|15|17|18,-0.0019698881078511477
high,14,high_ep14.safetensors,50,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|3|5|6|7|10|11|12|13|14|15|16|17|19,0.002126305131241679
high,16,high_ep16.safetensors,1,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_09|high_10|high_12|high_13|high_14|high_16|high_17|high_18|high_19|high_20,0|1|2|3|4|5|8|9|11|12|13|15|16|17|18|19,0.004247012082487345
high,16,high_ep16.safetensors,2,42,16,high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,2|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.005921628326177597
high,16,high_ep16.safetensors,3,42,16,high_01|high_02|high_03|high_05|high_06|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|2|4|5|7|9|10|11|12|13|14|15|16|18|19,0.01904010772705078
high,16,high_ep16.safetensors,4,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_16|high_18|high_19|high_20,0|1|3|4|5|6|7|8|9|10|11|12|15|17|18|19,0.00022125960094854236
high,16,high_ep16.safetensors,5,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_17|high_18|high_19|high_20,0|1|2|4|5|6|7|8|9|10|11|12|16|17|18|19,0.016537871211767197
high,16,high_ep16.safetensors,6,42,16,high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_11|high_12|high_14|high_16|high_17|high_18|high_19|high_20,1|2|3|4|5|7|8|9|10|11|13|15|16|17|18|19,0.014003229327499866
high,16,high_ep16.safetensors,7,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18,0|1|2|3|4|5|7|9|10|11|12|13|14|15|16|17,0.005008530803024769
high,16,high_ep16.safetensors,8,42,16,high_01|high_02|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_16|high_17|high_18|high_19|high_20,0|1|3|5|6|7|8|9|10|11|12|15|16|17|18|19,0.005730716977268457
high,16,high_ep16.safetensors,9,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_12|high_14|high_16|high_17|high_18|high_19|high_20,0|1|2|3|4|5|7|8|9|11|13|15|16|17|18|19,0.013372590765357018
high,16,high_ep16.safetensors,10,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_08|high_09|high_10|high_13|high_14|high_15|high_16|high_17|high_18|high_19,0|1|2|3|4|5|7|8|9|12|13|14|15|16|17|18,0.0043366048485040665
high,16,high_ep16.safetensors,11,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_11|high_13|high_14|high_15|high_16|high_17|high_18|high_20,1|2|3|4|5|6|7|8|10|12|13|14|15|16|17|19,0.002869667951017618
high,16,high_ep16.safetensors,12,42,16,high_01|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,0|3|5|6|7|8|9|10|11|12|13|14|15|17|18|19,0.002833075588569045
high,16,high_ep16.safetensors,13,42,16,high_01|high_02|high_03|high_05|high_07|high_08|high_09|high_10|high_13|high_14|high_15|high_16|high_17|high_18|high_19|high_20,0|1|2|4|6|7|8|9|12|13|14|15|16|17|18|19,0.009028416126966476
high,16,high_ep16.safetensors,14,42,16,high_01|high_02|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_17|high_18|high_20,0|1|4|5|6|7|8|9|10|11|12|13|14|16|17|19,0.007481870707124472
high,16,high_ep16.safetensors,15,42,16,high_01|high_02|high_04|high_05|high_06|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_19|high_20,0|1|3|4|5|7|8|10|11|12|13|14|15|16|18|19,0.010190696455538273
high,16,high_ep16.safetensors,16,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_13|high_14|high_15|high_17|high_18|high_19,0|1|3|4|5|6|7|9|10|11|12|13|14|16|17|18,-0.0018294549081474543
high,16,high_ep16.safetensors,17,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_17|high_19|high_20,0|1|3|4|5|6|7|8|9|10|11|12|14|16|18|19,0.005277230869978666
high,16,high_ep16.safetensors,18,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_18|high_19|high_20,1|2|3|4|5|6|7|8|9|10|12|13|14|17|18|19,0.0010606717551127076
high,16,high_ep16.safetensors,19,42,16,high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_17|high_18|high_19|high_20,1|2|3|5|6|7|8|9|10|11|12|13|16|17|18|19,0.00786418467760086
high,16,high_ep16.safetensors,20,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18,1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,0.002273466670885682
high,16,high_ep16.safetensors,21,42,16,high_03|high_04|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_13|high_14|high_15|high_16|high_18|high_19|high_20,2|3|4|5|6|8|9|10|11|12|13|14|15|17|18|19,-0.0015522503526881337
high,16,high_ep16.safetensors,22,42,16,high_02|high_03|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_14|high_15|high_16|high_17|high_18|high_19|high_20,1|2|4|5|6|8|9|10|11|13|14|15|16|17|18|19,0.007503898348659277
high,16,high_ep16.safetensors,23,42,16,high_01|high_02|high_03|high_04|high_05|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_16|high_18|high_19|high_20,0|1|2|3|4|6|7|8|10|11|12|13|15|17|18|19,0.005023534409701824
high,16,high_ep16.safetensors,24,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_09|high_10|high_11|high_12|high_14|high_15|high_17|high_18|high_19|high_20,0|1|3|4|5|6|8|9|10|11|13|14|16|17|18|19,0.0014867591671645641
high,16,high_ep16.safetensors,25,42,16,high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|2|3|4|5|6|7|9|10|12|13|14|15|16|18|19,0.0028177236672490835
high,16,high_ep16.safetensors,26,42,16,high_01|high_02|high_03|high_04|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_17|high_18|high_20,0|1|2|3|5|6|7|8|9|10|11|12|14|16|17|19,0.006464784033596516
high,16,high_ep16.safetensors,27,42,16,high_01|high_03|high_06|high_07|high_08|high_09|high_11|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_19|high_20,0|2|5|6|7|8|10|11|12|13|14|15|16|17|18|19,0.01624632067978382
high,16,high_ep16.safetensors,28,42,16,high_02|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_13|high_14|high_15|high_16|high_17|high_19|high_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.0025930667761713266
high,16,high_ep16.safetensors,29,42,16,high_01|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_15|high_16|high_17|high_19|high_20,0|3|4|5|6|7|8|9|10|11|12|14|15|16|18|19,0.00593939796090126
high,16,high_ep16.safetensors,30,42,16,high_01|high_02|high_03|high_05|high_06|high_07|high_08|high_09|high_12|high_13|high_14|high_15|high_16|high_17|high_18|high_20,0|1|2|4|5|6|7|8|11|12|13|14|15|16|17|19,0.01058908924460411
high,16,high_ep16.safetensors,31,42,16,high_01|high_02|high_04|high_05|high_06|high_07|high_08|high_10|high_11|high_12|high_14|high_15|high_16|high_18|high_19|high_20,0|1|3|4|5|6|7|9|10|11|13|14|15|17|18|19,0.00027617692830972373
high,16,high_ep16.safetensors,32,42,16,high_01|high_02|high_03|high_04|high_05|high_06|high_07|high_08|high_09|high_10|high_11|high_12|high_13|high_17|high_18|high_20,0|1|2|3|4|5|6|7|8|9|10|11|12|16|17|19,0.0068908571265637875
