Step,Value
113,0.024007944390177727
114,0.023880109190940857
115,0.023715121671557426
116,0.02354375831782818
117,0.024264996871352196
118,0.02415083348751068
119,0.024241160601377487
120,0.024152375757694244
121,0.024236580356955528
122,0.02457534708082676
123,0.024515509605407715
124,0.024549618363380432
125,0.024414319545030594
126,0.02456696890294552
127,0.02451786957681179
128,0.024720285087823868
129,0.024616241455078125
130,0.024710603058338165
131,0.024545906111598015
132,0.024696074426174164
133,0.024552982300519943
134,0.02441450208425522
135,0.024276209995150566
136,0.02422064170241356
137,0.024182111024856567
138,0.024034403264522552
139,0.023944146931171417
140,0.023863648995757103
141,0.024262603372335434
142,0.024189196527004242
143,0.024123070761561394
144,0.023975154384970665
145,0.02410786971449852
146,0.024232814088463783
147,0.024816634133458138
148,0.02474055252969265
149,0.024688979610800743
150,0.024712728336453438
151,0.0245987456291914
152,0.024623874574899673
153,0.02448241226375103
154,0.02503870613873005
155,0.025046037510037422
156,0.02561003714799881
157,0.0262497216463089
158,0.02610742300748825
159,0.026245426386594772
160,0.026228344067931175
161,0.02629263512790203
162,0.02631986327469349
163,0.026371736079454422
164,0.02630588971078396
165,0.02618655003607273
166,0.02615182101726532
167,0.026171600446105003
168,0.026041420176625252
169,0.025920212268829346
170,0.02615365944802761
171,0.0260628592222929
172,0.02597743086516857
173,0.02598244696855545
174,0.025928106158971786
175,0.025909138843417168
176,0.025930650532245636
177,0.02584983967244625
178,0.02594575099647045
179,0.02587812952697277
180,0.025901682674884796
181,0.025927821174263954
182,0.02592882513999939
183,0.02588912472128868
184,0.025789689272642136
185,0.025796163827180862
186,0.02592613734304905
187,0.02603735215961933
188,0.026062551885843277
189,0.026122121140360832
190,0.02600477822124958
191,0.025901146233081818
192,0.02601996809244156
193,0.025919530540704727
194,0.025815773755311966
195,0.025819098576903343
196,0.025993216782808304
197,0.02592037245631218
198,0.025826774537563324
199,0.02581000328063965
200,0.02590227499604225
201,0.02586955763399601
202,0.025773968547582626
203,0.02613016776740551
204,0.026050550863146782
205,0.025976167991757393
206,0.02600875124335289
207,0.026132067665457726
208,0.02617008425295353
209,0.026145998388528824
210,0.02605370618402958
211,0.025969933718442917
212,0.025907127186655998
213,0.025807471945881844
214,0.02578890323638916
215,0.025686101987957954
216,0.02575134113430977
217,0.026151830330491066
218,0.026091884821653366
219,0.02599268965423107
220,0.025910403579473495
221,0.02583441324532032
222,0.02732239104807377
223,0.027349138632416725
224,0.027253346517682076
225,0.02717205137014389
226,0.027092937380075455
227,0.027007795870304108
228,0.026905423030257225
229,0.026990583166480064
230,0.027104640379548073
231,0.02718035690486431
232,0.027074897661805153
233,0.027021372690796852
234,0.02700549177825451
235,0.02692381665110588
236,0.026919610798358917
237,0.026863958686590195
238,0.02694607339799404
239,0.026885587722063065
240,0.026883959770202637
241,0.026886414736509323
242,0.026973482221364975
243,0.026903456076979637
244,0.026991717517375946
245,0.026899004355072975
246,0.027013393118977547
247,0.027070464566349983
248,0.027061788365244865
249,0.02712041698396206
250,0.027027681469917297
251,0.02694777213037014
252,0.026928087696433067
253,0.026862960308790207
254,0.026851627975702286
255,0.026848742738366127
256,0.026964278891682625
257,0.02693183161318302
258,0.027252892032265663
259,0.02720099873840809
260,0.027350036427378654
261,0.027317697182297707
262,0.02770213969051838
263,0.027635369449853897
264,0.02782805822789669
265,0.027820134535431862
266,0.027757786214351654
267,0.027723779901862144
268,0.027734002098441124
269,0.027890339493751526
270,0.02782229706645012
271,0.027997715398669243
272,0.02806384675204754
273,0.028151080012321472
274,0.028137845918536186
275,0.028097672387957573
276,0.02824566327035427
277,0.028200587257742882
278,0.028260882943868637
279,0.028200451284646988
280,0.02812366746366024
281,0.02822861447930336
282,0.028168119490146637
283,0.02815309911966324
284,0.028099654242396355
285,0.028038375079631805
286,0.028141852468252182
287,0.028059056028723717
288,0.028045525774359703
289,0.027962949126958847
290,0.0279898252338171
291,0.027948293834924698
292,0.028125740587711334
293,0.028045104816555977
294,0.028047984465956688
295,0.028157267719507217
296,0.028081079944968224
297,0.028002388775348663
298,0.02796342223882675
299,0.028019236400723457
300,0.0279665719717741
301,0.02794206328690052
302,0.028075294569134712
303,0.027995428070425987
304,0.027958136051893234
305,0.027930324897170067
306,0.027957245707511902
307,0.0278790146112442
308,0.027959590777754784
309,0.02803190052509308
310,0.0279892235994339
311,0.027942785993218422
312,0.02786479890346527
313,0.027814649045467377
314,0.02774001471698284
315,0.027691008523106575
316,0.027614492923021317
317,0.027536112815141678
318,0.027461649850010872
319,0.02739117667078972
320,0.02732986770570278
321,0.027454853057861328
322,0.027534065768122673
323,0.02758844569325447
324,0.027527067810297012
325,0.027554040774703026
326,0.027560822665691376
327,0.0275771152228117
328,0.027525706216692924
329,0.0274959784001112
330,0.0274482574313879
331,0.027430076152086258
332,0.027387818321585655
333,0.02738519012928009
334,0.0273367241024971
335,0.02733493782579899
336,0.02729799784719944
337,0.02740360237658024
338,0.027357518672943115
339,0.027344264090061188
340,0.027318593114614487
341,0.027286550030112267
342,0.027248619124293327
343,0.027176689356565475
344,0.02712908759713173
345,0.027064774185419083
346,0.026998603716492653
347,0.027042483910918236
348,0.027024611830711365
349,0.026959890499711037
350,0.026927435770630836
351,0.02690238691866398
352,0.027119705453515053
353,0.02725910022854805
354,0.027233600616455078
355,0.027176976203918457
356,0.027139870449900627
357,0.02710111252963543
358,0.027054134756326675
359,0.02699861116707325
360,0.02696271613240242
361,0.027024010196328163
362,0.026969343423843384
363,0.026919808238744736
364,0.02686740830540657
365,0.02695191465318203
366,0.027070926502346992
367,0.027070699259638786
368,0.027169879525899887
369,0.02714872546494007
370,0.027079658582806587
371,0.027019789442420006
372,0.02699708752334118
373,0.026972537860274315
374,0.026979342103004456
375,0.02694661170244217
376,0.02689831703901291
377,0.026867985725402832
378,0.026833869516849518
379,0.02687024511396885
380,0.026824206113815308
381,0.026939664036035538
382,0.026885485276579857
383,0.026874741539359093
384,0.026922281831502914
385,0.026894938200712204
386,0.02694910764694214
387,0.026910826563835144
388,0.026880621910095215
389,0.02692144364118576
390,0.026861272752285004
391,0.026824278756976128
392,0.02677326090633869
393,0.0267803817987442
394,0.026764024049043655
395,0.026707081124186516
396,0.026647526770830154
397,0.02676117792725563
398,0.026707584038376808
399,0.02666478417813778
400,0.026670556515455246
401,0.026667853817343712
402,0.026609204709529877
403,0.026577766984701157
404,0.026518337428569794
405,0.026562782004475594
406,0.02653948776423931
407,0.026485536247491837
408,0.02644249051809311
409,0.02640702575445175
410,0.02636055275797844
411,0.026340680196881294
412,0.02631053701043129
413,0.026274872943758965
414,0.02624163031578064
415,0.02621283195912838
416,0.026185914874076843
417,0.02632327564060688
418,0.0262779388576746
419,0.026240749284625053
420,0.02621408738195896
421,0.026182180270552635
422,0.026177776977419853
423,0.02613114006817341
424,0.026113899424672127
425,0.026073137298226357
426,0.026065561920404434
427,0.026161152869462967
428,0.026117468252778053
429,0.026127362623810768
430,0.026074836030602455
431,0.026031071320176125
432,0.02608761377632618
433,0.026064570993185043
434,0.026051755994558334
435,0.026046721264719963
436,0.02604258991777897
437,0.026019595563411713
438,0.02599906362593174
439,0.02597188763320446
440,0.02606957219541073
441,0.026098167523741722
442,0.026153268292546272
443,0.026128485798835754
444,0.02609114721417427
445,0.0260600745677948
446,0.02611345611512661
447,0.026122694835066795
448,0.026093805208802223
449,0.026155225932598114
450,0.026208914816379547
451,0.02616763673722744
452,0.02620304375886917
453,0.026152539998292923
454,0.026124633848667145
455,0.0260948296636343
456,0.02608635649085045
457,0.026051949709653854
458,0.026167672127485275
459,0.026131048798561096
460,0.026143256574869156
461,0.02626688964664936
462,0.02625017613172531
463,0.026232263073325157
464,0.026204794645309448
465,0.026160061359405518
466,0.026148701086640358
467,0.026178237050771713
468,0.0261287409812212
469,0.026086721569299698
470,0.026173636317253113
471,0.026173101738095284
472,0.026172513142228127
473,0.02613300271332264
474,0.026112157851457596
475,0.026148607954382896
476,0.026196502149105072
477,0.026156652718782425
478,0.02613777108490467
479,0.026117755100131035
480,0.026082606986165047
481,0.026094775646924973
482,0.026076463982462883
483,0.026121674105525017
484,0.02607738971710205
485,0.02605835348367691
486,0.026047175750136375
487,0.02604706771671772
488,0.026061449199914932
489,0.026083052158355713
490,0.026040978729724884
491,0.026101553812623024
492,0.026094628497958183
493,0.026095058768987656
494,0.026072923094034195
495,0.0260598286986351
496,0.026039179414510727
497,0.02602374739944935
498,0.02598678320646286
499,0.026025505736470222
500,0.025987690314650536
501,0.02597782015800476
502,0.02598530426621437
503,0.026003824546933174
504,0.025975383818149567
505,0.025938618928194046
506,0.02606973424553871
507,0.026032499969005585
508,0.02603323385119438
509,0.02606983110308647
510,0.026114890351891518
511,0.02610987238585949
512,0.026280421763658524
513,0.026248829439282417
514,0.026219269260764122
515,0.026180297136306763
516,0.026138458400964737
517,0.026102233678102493
518,0.026076221838593483
519,0.026036787778139114
520,0.026105038821697235
521,0.026108969002962112
522,0.026063157245516777
523,0.026045532897114754
524,0.026067867875099182
525,0.026090489700436592
526,0.02607906050980091
527,0.026156440377235413
528,0.026171114295721054
529,0.026144176721572876
530,0.026126516982913017
531,0.026100654155015945
532,0.02606494165956974
533,0.026028024032711983
534,0.02598540484905243
535,0.025957848876714706
536,0.025935214012861252
537,0.025985771790146828
538,0.025948630645871162
539,0.025935426354408264
540,0.025936756283044815
541,0.025903187692165375
542,0.025866305455565453
543,0.025840112939476967
544,0.025821495801210403
545,0.025787727907299995
546,0.025768818333745003
547,0.025753267109394073
548,0.025713341310620308
549,0.025686010718345642
550,0.025808945298194885
551,0.025790652260184288
552,0.025806305930018425
553,0.025783810764551163
554,0.02579747885465622
555,0.025759998708963394
556,0.025721067562699318
557,0.02569216676056385
558,0.025661973282694817
559,0.025697574019432068
560,0.025693930685520172
561,0.02565760537981987
562,0.025655215606093407
563,0.02563534863293171
564,0.02559657394886017
565,0.0255886260420084
566,0.02559531293809414
567,0.025578249245882034
568,0.025546034798026085
569,0.025527022778987885
570,0.02550509385764599
571,0.025497859343886375
572,0.02547081746160984
573,0.025458263233304024
574,0.02543061599135399
575,0.025438476353883743
576,0.025400524958968163
577,0.02542269416153431
578,0.025460971519351006
579,0.025490369647741318
580,0.025509824976325035
581,0.02550642564892769
582,0.0254767294973135
583,0.02547604776918888
584,0.025453763082623482
585,0.02542458102107048
586,0.025416433811187744
587,0.025384526699781418
588,0.02538571134209633
589,0.02540796436369419
590,0.02540961094200611
591,0.0254000723361969
592,0.025505147874355316
593,0.025483272969722748
594,0.025448031723499298
595,0.025434359908103943
596,0.025431029498577118
597,0.025395788252353668
598,0.025359656661748886
599,0.025322869420051575
600,0.025329822674393654
601,0.025304213166236877
602,0.025303687900304794
603,0.025275249034166336
604,0.025241844356060028
605,0.025253653526306152
606,0.025796672329306602
607,0.02576463297009468
608,0.02573302946984768
609,0.02569848857820034
610,0.025726187974214554
611,0.0256931334733963
612,0.02568589709699154
613,0.02565264329314232
614,0.025672229006886482
615,0.02565179392695427
616,0.025649597868323326
617,0.025691576302051544
618,0.0256597101688385
619,0.02563837543129921
620,0.02560911700129509
621,0.025573430582880974
622,0.02553582936525345
623,0.0255171786993742
624,0.02555585280060768
625,0.02554425597190857
626,0.025604207068681717
627,0.025575432926416397
628,0.02556048519909382
629,0.025547483935952187
630,0.025552669540047646
631,0.025555549189448357
632,0.02553294226527214
633,0.02549915760755539
634,0.02547469548881054
635,0.02543877810239792
636,0.025408217683434486
637,0.025381989777088165
638,0.025371288880705833
639,0.02538498304784298
640,0.025355368852615356
641,0.025403954088687897
642,0.025378210470080376
643,0.025362536311149597
644,0.025410516187548637
645,0.02539237216114998
646,0.02536490373313427
647,0.025331635028123856
648,0.02530159056186676
649,0.025281284004449844
650,0.025247549638152122
651,0.02524441108107567
652,0.025243528187274933
653,0.02522796206176281
654,0.02526663802564144
655,0.025257330387830734
656,0.025264916941523552
657,0.02529779262840748
658,0.025268813595175743
659,0.025237902998924255
660,0.025261448696255684
661,0.02529234066605568
662,0.025263367220759392
663,0.025293435901403427
664,0.025284763425588608
665,0.025269344449043274
666,0.025273777544498444
667,0.025318488478660583
668,0.025288455188274384
669,0.025264302268624306
670,0.02523230016231537
671,0.025259099900722504
672,0.025284431874752045
673,0.025287888944149017
674,0.0253148153424263
675,0.025293929502367973
676,0.025261711329221725
677,0.025227602571249008
678,0.02521873451769352
679,0.02519245259463787
680,0.025166654959321022
681,0.02515067718923092
682,0.02512495033442974
683,0.025102989748120308
684,0.025127023458480835
685,0.02509952522814274
686,0.02509683184325695
687,0.025089865550398827
688,0.025062255561351776
689,0.0250532366335392
690,0.025042900815606117
691,0.025023289024829865
692,0.02499931864440441
693,0.02500196360051632
694,0.025275157764554024
695,0.02527288720011711
696,0.02524249255657196
697,0.025210240855813026
698,0.025179153308272362
699,0.025156628340482712
700,0.025129474699497223
701,0.02513105422258377
702,0.025157224386930466
703,0.025135571137070656
704,0.025114955380558968
705,0.025098469108343124
706,0.02507733181118965
707,0.025114061310887337
708,0.025092387571930885
709,0.025068990886211395
710,0.025199642404913902
711,0.02519001066684723
712,0.025197189301252365
713,0.02516937628388405
714,0.025139914825558662
715,0.025109311565756798
716,0.025114690884947777
717,0.025100650265812874
718,0.025125475600361824
719,0.025128012523055077
720,0.02517351694405079
721,0.025191640481352806
722,0.02516360767185688
723,0.025145472958683968
724,0.02512538433074951
725,0.02510768733918667
726,0.025080524384975433
727,0.02505805343389511
728,0.025079676881432533
729,0.025101639330387115
730,0.025080570951104164
731,0.02505432814359665
732,0.02503407746553421
733,0.025013890117406845
734,0.02498435601592064
735,0.02495492622256279
736,0.02495456300675869
737,0.024926336482167244
738,0.024897292256355286
739,0.02489362098276615
740,0.024875925853848457
741,0.02484845370054245
742,0.024827025830745697
743,0.025015637278556824
744,0.025032125413417816
745,0.025002676993608475
746,0.024984167888760567
747,0.024965940043330193
748,0.02493700012564659
749,0.024915354326367378
750,0.024916458874940872
751,0.02488918974995613
752,0.024878008291125298
753,0.024856846779584885
754,0.024849649518728256
755,0.024824118241667747
756,0.024796316400170326
757,0.02478679083287716
758,0.02476675994694233
759,0.024748003110289574
760,0.02474544569849968
761,0.02471826784312725
762,0.024753151461482048
763,0.02475818805396557
764,0.024740712717175484
765,0.024897988885641098
766,0.024895869195461273
767,0.02491113170981407
768,0.024882351979613304
769,0.02490781620144844
770,0.024890504777431488
771,0.02490108273923397
772,0.024896729737520218
773,0.024887315928936005
774,0.024916155263781548
775,0.024943580850958824
776,0.02493416890501976
777,0.02491445280611515
778,0.024889539927244186
779,0.024883119389414787
780,0.024859651923179626
781,0.024903446435928345
782,0.024925654754042625
783,0.024900250136852264
784,0.024889489635825157
785,0.0249063391238451
786,0.024883395060896873
787,0.02494780905544758
788,0.02493332512676716
789,0.024959836155176163
790,0.02497006766498089
791,0.02496163174510002
792,0.024936076253652573
793,0.02494017966091633
794,0.024956991896033287
795,0.024949628859758377
796,0.02492653951048851
797,0.02491418831050396
798,0.02489798702299595
799,0.024881260469555855
800,0.024866413325071335
801,0.02484920434653759
802,0.02483418956398964
803,0.024814294651150703
804,0.02478739246726036
805,0.02479337342083454
806,0.024772675707936287
807,0.02500271610915661
808,0.02498098462820053
809,0.02499871887266636
810,0.024977166205644608
811,0.024952152743935585
812,0.024940073490142822
813,0.02491237409412861
814,0.02494899183511734
815,0.02492775022983551
816,0.02491394244134426
817,0.024905094876885414
818,0.024879448115825653
819,0.02486119605600834
820,0.02483794279396534
821,0.024853402748703957
822,0.024861587211489677
823,0.024875661358237267
824,0.024882914498448372
825,0.024856528267264366
826,0.024855589494109154
827,0.024859437718987465
828,0.02490386925637722
829,0.02488148771226406
830,0.024940751492977142
831,0.024930937215685844
832,0.02491811104118824
833,0.02489076741039753
834,0.024888651445508003
835,0.024883504956960678
836,0.024864841252565384
837,0.02488464117050171
838,0.024866068735718727
839,0.024843811988830566
840,0.024833379313349724
841,0.024813363328576088
842,0.024797989055514336
843,0.024800339713692665
844,0.024806024506688118
845,0.02478889934718609
846,0.024802539497613907
847,0.02478952705860138
848,0.02477562241256237
849,0.024819232523441315
850,0.024799706414341927
851,0.024796899408102036
852,0.024783261120319366
853,0.024760490283370018
854,0.02475283481180668
855,0.02472872845828533
856,0.024727003648877144
857,0.024710094556212425
858,0.024710115045309067
859,0.024690603837370872
860,0.02474169433116913
861,0.024733515456318855
862,0.02474900335073471
863,0.02472839318215847
864,0.024731600657105446
865,0.02475694753229618
866,0.02475629560649395
867,0.02473914809525013
868,0.02472713217139244
869,0.02470693737268448
870,0.02471981570124626
871,0.024706149473786354
872,0.024688774719834328
873,0.024703584611415863
874,0.02470681630074978
875,0.024693738669157028
876,0.024698257446289062
877,0.024686019867658615
878,0.02467023953795433
879,0.02487759105861187
880,0.0248666200786829
881,0.02484499290585518
882,0.024828854948282242
883,0.024824706837534904
884,0.02489144168794155
885,0.024869324639439583
886,0.02486514113843441
887,0.0248660109937191
888,0.024884365499019623
889,0.02488979697227478
890,0.024868706241250038
891,0.024855997413396835
892,0.024893712252378464
893,0.02492520399391651
894,0.024914490059018135
895,0.02491404116153717
896,0.02490040473639965
897,0.02488524466753006
898,0.024863485246896744
899,0.02487478218972683
900,0.024862298741936684
901,0.024904796853661537
902,0.024894243106245995
903,0.025015929713845253
904,0.025026485323905945
905,0.02502516284584999
906,0.025010311976075172
907,0.0250170286744833
908,0.024999449029564857
909,0.024987952783703804
910,0.024967864155769348
911,0.02494594268500805
912,0.024950115010142326
913,0.024976227432489395
914,0.02495540678501129
915,0.024977469816803932
916,0.02497846633195877
917,0.024954866617918015
918,0.02507542446255684
919,0.025081204250454903
920,0.025107303634285927
921,0.025106895714998245
922,0.025086939334869385
923,0.025079788640141487
924,0.025085311383008957
925,0.025084534659981728
926,0.02510763891041279
927,0.025089913979172707
928,0.025071747601032257
929,0.025057252496480942
930,0.025035744532942772
931,0.02501595765352249
932,0.02509276196360588
933,0.02511734329164028
934,0.025107262656092644
935,0.025092460215091705
936,0.025074699893593788
937,0.025055205449461937
938,0.02507774345576763
939,0.025066757574677467
940,0.025082295760512352
941,0.02507806569337845
942,0.025055980309844017
943,0.02505633234977722
944,0.025062784552574158
945,0.025130515918135643
946,0.02512063831090927
947,0.02510904148221016
948,0.025106385350227356
949,0.025086063891649246
950,0.025282109156250954
951,0.02531094290316105
952,0.025356706231832504
953,0.02534225769340992
954,0.025324061512947083
955,0.025306327268481255
956,0.025305721908807755
957,0.02528247982263565
958,0.025345666334033012
959,0.0253304373472929
960,0.02535311132669449
961,0.02530609257519245
962,0.025310443714261055
963,0.025310812518000603
964,0.025321241468191147
965,0.02517111226916313
966,0.025157857686281204
967,0.0251519363373518
968,0.025172486901283264
969,0.025174975395202637
970,0.02517732046544552
971,0.02517455816268921
972,0.025169095024466515
973,0.025152742862701416
974,0.025139087811112404
975,0.025114083662629128
976,0.0251112449914217
977,0.025111889466643333
978,0.02513146959245205
979,0.025097038596868515
980,0.025114325806498528
981,0.025061147287487984
982,0.02505013532936573
983,0.02501833438873291
984,0.025011591613292694
985,0.024975072592496872
986,0.02496236190199852
987,0.024943018332123756
988,0.024977393448352814
989,0.025004727765917778
990,0.024996168911457062
991,0.024996571242809296
992,0.024967538192868233
993,0.02489287406206131
994,0.02489972487092018
995,0.0248603243380785
996,0.02489164099097252
997,0.024897247552871704
998,0.02489587478339672
999,0.024888986721634865
1000,0.024878526106476784
1001,0.024883996695280075
1002,0.024925416335463524
1003,0.024925028905272484
1004,0.02492550201714039
1005,0.02491721510887146
1006,0.02491932176053524
1007,0.024898800998926163
1008,0.02490154840052128
1009,0.024950381368398666
1010,0.02495909482240677
1011,0.025005219504237175
1012,0.025048639625310898
1013,0.025040313601493835
1014,0.02504521980881691
1015,0.02514336258172989
1016,0.02514985017478466
1017,0.025157932192087173
1018,0.025125719606876373
1019,0.02511933445930481
1020,0.02508683316409588
1021,0.025087591260671616
1022,0.025129472836852074
1023,0.025164207443594933
1024,0.025158973410725594
1025,0.025141241028904915
1026,0.025130627676844597
1027,0.025170788168907166
1028,0.025093011558055878
1029,0.025082409381866455
1030,0.025084495544433594
1031,0.025012807920575142
1032,0.02501380257308483
1033,0.024999821558594704
1034,0.024956757202744484
1035,0.024981312453746796
1036,0.024991007521748543
1037,0.02500031888484955
1038,0.02496923692524433
1039,0.024978401139378548
1040,0.02497914247214794
1041,0.025003572925925255
1042,0.02501179464161396
1043,0.024962449446320534
1044,0.024959184229373932
1045,0.02497517503798008
1046,0.024924037978053093
1047,0.02490694634616375
1048,0.024898914620280266
1049,0.024892963469028473
1050,0.024912061169743538
1051,0.024926278740167618
1052,0.024929719045758247
1053,0.024865059182047844
1054,0.024857109412550926
1055,0.024848923087120056
1056,0.024832874536514282
1057,0.024850348010659218
1058,0.024912165477871895
1059,0.024881845340132713
1060,0.024877769872546196
1061,0.024892570450901985
1062,0.024906735867261887
1063,0.024959145113825798
1064,0.025013301521539688
1065,0.024993864819407463
1066,0.025011319667100906
1067,0.025065185502171516
1068,0.025092901661992073
1069,0.025049952790141106
1070,0.025089677423238754
1071,0.02511935494840145
1072,0.025135016068816185
1073,0.02508467435836792
1074,0.02509382925927639
1075,0.025104930624365807
1076,0.02516690269112587
1077,0.025061476975679398
1078,0.02506231889128685
1079,0.025048034265637398
1080,0.025070494040846825
1081,0.0250720102339983
1082,0.025009041652083397
1083,0.025039654225111008
1084,0.025013407692313194
1085,0.025011174380779266
1086,0.024972770363092422
1087,0.024970868602395058
1088,0.02496093139052391
1089,0.02495539002120495
1090,0.024920199066400528
1091,0.024928176775574684
1092,0.024914773181080818
1093,0.024925848469138145
1094,0.025272680446505547
1095,0.02528095245361328
1096,0.02527211606502533
1097,0.025290237739682198
1098,0.02530735544860363
1099,0.025313496589660645
1100,0.025324665009975433
1101,0.025268543511629105
1102,0.025283237919211388
1103,0.025273356586694717
1104,0.02530413307249546
1105,0.02528597228229046
1106,0.025279127061367035
1107,0.02517792396247387
1108,0.0251676756888628
1109,0.02516123652458191
1110,0.025136787444353104
1111,0.025151625275611877
1112,0.025126449763774872
1113,0.02513662725687027
1114,0.025037458166480064
1115,0.025013724341988564
1116,0.024944541975855827
1117,0.024821778759360313
1118,0.02482255920767784
1119,0.024776985868811607
1120,0.024781590327620506
1121,0.024746090173721313
1122,0.024720709770917892
1123,0.024696530774235725
1124,0.024683333933353424
1125,0.02477453090250492
1126,0.024777593091130257
1127,0.024751482531428337
1128,0.02492261491715908
1129,0.024930264800786972
1130,0.024870282039046288
1131,0.024863285943865776
1132,0.024863606318831444
1133,0.024899126961827278
1134,0.024895092472434044
1135,0.024880846962332726
1136,0.024877168238162994
1137,0.024869324639439583
1138,0.02485184371471405
1139,0.024846596643328667
1140,0.02482455223798752
1141,0.024798009544610977
1142,0.024778645485639572
1143,0.02476569078862667
1144,0.02476624958217144
1145,0.024889076128602028
1146,0.02494126744568348
1147,0.024906881153583527
1148,0.024880826473236084
1149,0.024851663038134575
1150,0.024887345731258392
1151,0.024903271347284317
1152,0.02492571622133255
1153,0.024923499673604965
1154,0.024919899180531502
1155,0.024925068020820618
1156,0.024874402210116386
1157,0.02490760013461113
1158,0.024908289313316345
1159,0.024894559755921364
1160,0.024877067655324936
1161,0.024889083579182625
1162,0.024891147390007973
1163,0.024815784767270088
1164,0.024832315742969513
1165,0.024836285039782524
1166,0.02489449642598629
1167,0.024850506335496902
1168,0.02483321912586689
1169,0.024817924946546555
1170,0.024817977100610733
1171,0.024826204404234886
1172,0.024851394817233086
1173,0.024908291175961494
1174,0.024903493002057076
1175,0.02497962862253189
1176,0.02502526342868805
1177,0.02492883801460266
1178,0.02492835372686386
1179,0.02508721873164177
1180,0.025123827159404755
1181,0.025142669677734375
1182,0.024810248985886574
1183,0.02481038309633732
1184,0.024816030636429787
1185,0.024813750758767128
1186,0.02480766549706459
1187,0.024805109947919846
1188,0.02485589310526848
1189,0.024819020181894302
1190,0.024901311844587326
1191,0.024896545335650444
1192,0.024972593411803246
1193,0.024969659745693207
1194,0.024992449209094048
1195,0.025002365931868553
1196,0.025004472583532333
1197,0.025030646473169327
1198,0.02501068077981472
1199,0.025058889761567116
1200,0.025177760049700737
1201,0.025153137743473053
1202,0.025129321962594986
1203,0.02517065405845642
1204,0.025140635669231415
1205,0.025144092738628387
1206,0.025089986622333527
1207,0.02507607825100422
1208,0.0250866562128067
1209,0.025054683908820152
1210,0.025060489773750305
1211,0.025058016180992126
1212,0.02504020184278488
1213,0.025035003200173378
1214,0.025058332830667496
1215,0.025039279833436012
1216,0.025043562054634094
1217,0.025048362091183662
1218,0.02495393343269825
1219,0.025008605793118477
1220,0.024962475523352623
1221,0.02498018369078636
1222,0.024897146970033646
1223,0.02489401213824749
1224,0.024817312136292458
1225,0.024863246828317642
1226,0.024934126064181328
1227,0.024919891729950905
1228,0.024896331131458282
1229,0.024828478693962097
1230,0.024834999814629555
1231,0.02476492151618004
1232,0.0247958991676569
1233,0.024759022518992424
1234,0.024741604924201965
1235,0.02473524771630764
1236,0.02471211925148964
1237,0.024721387773752213
1238,0.024686085060238838
1239,0.0246795192360878
1240,0.024689899757504463
1241,0.024663414806127548
1242,0.024660944938659668
1243,0.02464831806719303
1244,0.024641668424010277
1245,0.024634763598442078
1246,0.024620965123176575
1247,0.02462441474199295
1248,0.024613820016384125
