domain,epoch,checkpoint,bootstrap_iter,bootstrap_seed,subset_size,sampled_case_ids,sampled_indices,kid
low,20,low_ep20.safetensors,25,42,16,low_02|low_03|low_04|low_05|low_06|low_07|low_08|low_10|low_11|low_13|low_14|low_15|low_16|low_17|low_19|low_20,1|2|3|4|5|6|7|9|10|12|13|14|15|16|18|19,0.010736341588199139
low,20,low_ep20.safetensors,26,42,16,low_01|low_02|low_03|low_04|low_06|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_15|low_17|low_18|low_20,0|1|2|3|5|6|7|8|9|10|11|12|14|16|17|19,0.018539676442742348
low,20,low_ep20.safetensors,27,42,16,low_01|low_03|low_06|low_07|low_08|low_09|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_18|low_19|low_20,0|2|5|6|7|8|10|11|12|13|14|15|16|17|18|19,0.016389677301049232
low,20,low_ep20.safetensors,28,42,16,low_02|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_11|low_13|low_14|low_15|low_16|low_17|low_19|low_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.014829015359282494
low,20,low_ep20.safetensors,29,42,16,low_01|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_15|low_16|low_17|low_19|low_20,0|3|4|5|6|7|8|9|10|11|12|14|15|16|18|19,0.021560480818152428
low,20,low_ep20.safetensors,30,42,16,low_01|low_02|low_03|low_05|low_06|low_07|low_08|low_09|low_12|low_13|low_14|low_15|low_16|low_17|low_18|low_20,0|1|2|4|5|6|7|8|11|12|13|14|15|16|17|19,0.008136732503771782
low,20,low_ep20.safetensors,31,42,16,low_01|low_02|low_04|low_05|low_06|low_07|low_08|low_10|low_11|low_12|low_14|low_15|low_16|low_18|low_19|low_20,0|1|3|4|5|6|7|9|10|11|13|14|15|17|18|19,0.0042923856526613235
low,20,low_ep20.safetensors,32,42,16,low_01|low_02|low_03|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_17|low_18|low_20,0|1|2|3|4|5|6|7|8|9|10|11|12|16|17|19,0.018976200371980667
low,20,low_ep20.safetensors,33,42,16,low_01|low_02|low_04|low_06|low_08|low_09|low_10|low_11|low_12|low_13|low_15|low_16|low_17|low_18|low_19|low_20,0|1|3|5|7|8|9|10|11|12|14|15|16|17|18|19,0.01156335324048996
low,20,low_ep20.safetensors,34,42,16,low_01|low_03|low_04|low_06|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_19,0|2|3|5|6|7|8|9|10|11|12|13|14|15|16|18,0.012059555388987064
low,20,low_ep20.safetensors,35,42,16,low_01|low_02|low_03|low_04|low_05|low_06|low_08|low_09|low_11|low_13|low_14|low_15|low_16|low_17|low_18|low_20,0|1|2|3|4|5|7|8|10|12|13|14|15|16|17|19,0.01971220225095749
low,20,low_ep20.safetensors,36,42,16,low_02|low_03|low_04|low_05|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_14|low_15|low_16|low_19|low_20,1|2|3|4|6|7|8|9|10|11|12|13|14|15|18|19,0.008320813067257404
low,20,low_ep20.safetensors,37,42,16,low_01|low_02|low_03|low_04|low_05|low_06|low_07|low_08|low_10|low_11|low_12|low_13|low_16|low_18|low_19|low_20,0|1|2|3|4|5|6|7|9|10|11|12|15|17|18|19,0.008945498615503311
low,20,low_ep20.safetensors,38,42,16,low_01|low_02|low_03|low_06|low_07|low_09|low_10|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_19|low_20,0|1|2|5|6|8|9|10|11|12|13|14|15|16|18|19,0.005925376433879137
low,20,low_ep20.safetensors,39,42,16,low_01|low_02|low_03|low_04|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_14|low_16|low_17|low_19|low_20,0|1|2|3|6|7|8|9|10|11|12|13|15|16|18|19,0.010426707565784454
low,20,low_ep20.safetensors,40,42,16,low_02|low_03|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_12|low_14|low_15|low_16|low_18|low_19|low_20,1|2|3|4|5|6|7|8|9|11|13|14|15|17|18|19,0.009900481440126896
low,20,low_ep20.safetensors,41,42,16,low_01|low_02|low_03|low_04|low_06|low_07|low_08|low_09|low_11|low_12|low_13|low_14|low_15|low_16|low_18|low_20,0|1|2|3|5|6|7|8|10|11|12|13|14|15|17|19,0.015338697470724583
low,20,low_ep20.safetensors,42,42,16,low_02|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_11|low_13|low_14|low_15|low_16|low_17|low_19|low_20,1|3|4|5|6|7|8|9|10|12|13|14|15|16|18|19,0.014829032123088837
low,20,low_ep20.safetensors,43,42,16,low_01|low_03|low_04|low_05|low_07|low_08|low_09|low_10|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_19,0|2|3|4|6|7|8|9|10|11|12|13|14|15|16|18,0.008796632289886475
low,20,low_ep20.safetensors,44,42,16,low_01|low_02|low_03|low_05|low_06|low_07|low_08|low_09|low_11|low_12|low_13|low_14|low_15|low_16|low_18|low_20,0|1|2|4|5|6|7|8|10|11|12|13|14|15|17|19,0.01177589874714613
low,20,low_ep20.safetensors,45,42,16,low_01|low_02|low_03|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_12|low_13|low_14|low_17|low_18|low_20,0|1|2|3|4|5|6|7|8|9|11|12|13|16|17|19,0.01353282481431961
low,20,low_ep20.safetensors,46,42,16,low_01|low_02|low_03|low_04|low_07|low_08|low_09|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_19|low_20,0|1|2|3|6|7|8|10|11|12|13|14|15|16|18|19,0.009558162651956081
low,20,low_ep20.safetensors,47,42,16,low_02|low_03|low_05|low_06|low_07|low_09|low_10|low_11|low_12|low_13|low_14|low_15|low_16|low_18|low_19|low_20,1|2|4|5|6|8|9|10|11|12|13|14|15|17|18|19,0.008594077080488205
low,20,low_ep20.safetensors,48,42,16,low_01|low_02|low_04|low_05|low_06|low_07|low_08|low_09|low_10|low_12|low_13|low_16|low_17|low_18|low_19|low_20,0|1|3|4|5|6|7|8|9|11|12|15|16|17|18|19,0.009673318825662136
low,20,low_ep20.safetensors,49,42,16,low_01|low_02|low_03|low_04|low_05|low_06|low_08|low_09|low_10|low_11|low_13|low_14|low_15|low_16|low_18|low_19,0|1|2|3|4|5|7|8|9|10|12|13|14|15|17|18,0.013015487231314182
low,20,low_ep20.safetensors,50,42,16,low_01|low_02|low_03|low_04|low_06|low_07|low_08|low_11|low_12|low_13|low_14|low_15|low_16|low_17|low_18|low_20,0|1|2|3|5|6|7|10|11|12|13|14|15|16|17|19,0.01091535110026598
